"siteID","date","dayMax","dayMin","dayMean","GDD","dayOfYear","year","AGDD"
"CLBJ","2018-10-25",62.27906,49.15274,55.7159,6,298,"2018",6159
"ABBY","2018-10-25",55.4846,43.55798,49.52129,0,298,"2018",1910
"TOOL","2018-10-25",37.51484,12.1838,24.84932,0,298,"2018",154
"BONA","2018-10-25",47.52968,13.76924,30.64946,0,298,"2018",535
"BART","2018-10-26",39.4916,27.98492,33.73826,0,299,"2018",2276
"HARV","2018-10-26",42.59354,23.49572,33.04463,0,299,"2018",2550
"SERC","2018-10-26",49.2386,38.70824,43.97342,0,299,"2018",4159
"UNDE","2018-10-26",50.7578,36.72518,43.74149,0,299,"2018",2079
"UKFS","2018-10-26",60.269,39.13232,49.70066,0,299,"2018",4794
"ORNL","2018-10-26",53.654,46.80806,50.23103,0,299,"2018",4668
"CLBJ","2018-10-26",71.9159,42.58076,57.24833,7,299,"2018",6166
"ABBY","2018-10-26",58.66358,49.72442,54.194,4,299,"2018",1914
"TOOL","2018-10-26",24.54854,19.28606,21.9173,0,299,"2018",154
"BONA","2018-10-26",47.45966,29.13242,38.29604,0,299,"2018",535
"BART","2018-10-27",35.08844,27.49082,31.28963,0,300,"2018",2276
"HARV","2018-10-27",40.70552,30.97166,35.83859,0,300,"2018",2550
"SERC","2018-10-27",53.9474,45.56912,49.75826,0,300,"2018",4159
"UNDE","2018-10-27",48.80696,38.0129,43.40993,0,300,"2018",2079
"UKFS","2018-10-27",74.93774,43.53962,59.23868,9,300,"2018",4803
"ORNL","2018-10-27",52.38194,49.0586,50.72027,1,300,"2018",4669
"CLBJ","2018-10-27",80.14172,48.1847,64.16321,14,300,"2018",6180
"ABBY","2018-10-27",65.69006,45.78314,55.7366,6,300,"2018",1920
"TOOL","2018-10-27",13.6139,13.47962,13.54676,0,300,"2018",154
"BONA","2018-10-27",42.12032,23.25398,32.68715,0,300,"2018",535
"BART","2018-10-28",41.88272,32.0999,36.99131,0,301,"2018",2276
"HARV","2018-10-28",45.61052,34.14074,39.87563,0,301,"2018",2550
"SERC","2018-10-28",58.39862,43.70342,51.05102,1,301,"2018",4160
"UNDE","2018-10-28",44.44646,37.50242,40.97444,0,301,"2018",2079
"UKFS","2018-10-28",71.24954,47.63408,59.44181,9,301,"2018",4812
"CLBJ","2018-10-28",81.65768,49.98074,65.81921,16,301,"2018",6196
"ABBY","2018-10-28",60.41444,46.91192,53.66318,4,301,"2018",1924
"BONA","2018-10-28",34.81574,22.30916,28.56245,0,301,"2018",535
"BART","2018-10-29",43.124,33.8387,38.48135,0,302,"2018",2276
"HARV","2018-10-29",46.54238,37.89014,42.21626,0,302,"2018",2550
"SERC","2018-10-29",59.3645,47.65604,53.51027,4,302,"2018",4164
"UNDE","2018-10-29",42.29078,36.53438,39.41258,0,302,"2018",2079
"UKFS","2018-10-29",79.50254,42.18638,60.84446,11,302,"2018",4823
"CLBJ","2018-10-29",83.51096,52.18484,67.8479,18,302,"2018",6214
"ABBY","2018-10-29",53.15072,42.01916,47.58494,0,302,"2018",1924
"TOOL","2018-10-29",4.63208,4.09604,4.36406,0,302,"2018",154
"BONA","2018-10-29",23.49464,14.42858,18.96161,0,302,"2018",535
"BART","2018-10-30",42.13112,32.31842,37.22477,0,303,"2018",2276
"HARV","2018-10-30",41.92394,29.579,35.75147,0,303,"2018",2550
"SERC","2018-10-30",61.74464,38.75702,50.25083,0,303,"2018",4164
"UNDE","2018-10-30",46.33466,31.25714,38.7959,0,303,"2018",2079
"UKFS","2018-10-30",67.73126,52.55348,60.14237,10,303,"2018",4833
"CLBJ","2018-10-30",83.30288,62.85776,73.08032,23,303,"2018",6237
"ABBY","2018-10-30",52.87748,35.83094,44.35421,0,303,"2018",1924
"TOOL","2018-10-30",4.90694,-13.47988,-4.28647,0,303,"2018",154
"BONA","2018-10-30",18.90338,-7.01554,5.94392,0,303,"2018",535
"BART","2018-10-31",38.52086,27.29066,32.90576,0,304,"2018",2276
"HARV","2018-10-31",55.0751,25.08386,40.07948,0,304,"2018",2550
"SERC","2018-10-31",69.21842,41.92286,55.57064,6,304,"2018",4170
"UNDE","2018-10-31",41.8604,30.20108,36.03074,0,304,"2018",2079
"UKFS","2018-10-31",61.89494,43.0682,52.48157,2,304,"2018",4835
"ORNL","2018-10-31",69.59372,55.56254,62.57813,13,304,"2018",4682
"CLBJ","2018-10-31",73.6673,51.24218,62.45474,12,304,"2018",6249
"ABBY","2018-10-31",52.19546,44.39606,48.29576,0,304,"2018",1924
"TOOL","2018-10-31",17.21174,-14.6704,1.27067,0,304,"2018",154
"BONA","2018-10-31",12.48116,-13.26766,-0.393250000000004,0,304,"2018",535
"BART","2018-11-01",50.92538,33.8612,42.39329,0,305,"2018",2276
"HARV","2018-11-01",54.08888,46.66154,50.37521,0,305,"2018",2550
"SERC","2018-11-01",75.16562,54.104,64.63481,15,305,"2018",4185
"UNDE","2018-11-01",37.73858,24.55754,31.14806,0,305,"2018",2079
"UKFS","2018-11-01",62.72798,45.89348,54.31073,4,305,"2018",4839
"ORNL","2018-11-01",67.35686,59.45162,63.40424,13,305,"2018",4695
"CLBJ","2018-11-01",62.25458,44.02526,53.13992,3,305,"2018",6252
"ABBY","2018-11-01",58.77896,51.15668,54.96782,5,305,"2018",1929
"TOOL","2018-11-01",28.51934,8.20004,18.35969,0,305,"2018",154
"BONA","2018-11-01",16.41578,-4.77526,5.82026,0,305,"2018",535
"BART","2018-11-02",47.97176,40.79624,44.384,0,306,"2018",2276
"HARV","2018-11-02",64.6538,45.3101,54.98195,5,306,"2018",2555
"SERC","2018-11-02",72.32666,63.89078,68.10872,18,306,"2018",4203
"UNDE","2018-11-02",38.54624,24.78974,31.66799,0,306,"2018",2079
"UKFS","2018-11-02",59.6264,41.61506,50.62073,1,306,"2018",4840
"ORNL","2018-11-02",51.80864,44.63312,48.22088,0,306,"2018",4695
"CLBJ","2018-11-02",71.42612,39.16328,55.2947,5,306,"2018",6257
"ABBY","2018-11-02",60.93878,51.15056,56.04467,6,306,"2018",1935
"TOOL","2018-11-02",26.36834,3.82316,15.09575,0,306,"2018",154
"BONA","2018-11-02",18.62096,-7.44826,5.58635,0,306,"2018",535
"BART","2018-11-03",50.36216,39.28154,44.82185,0,307,"2018",2276
"HARV","2018-11-03",64.19714,39.47522,51.83618,2,307,"2018",2557
"SERC","2018-11-03",65.56928,47.50808,56.53868,7,307,"2018",4210
"UNDE","2018-11-03",42.86966,27.82922,35.34944,0,307,"2018",2079
"UKFS","2018-11-03",69.7496,40.90694,55.32827,5,307,"2018",4845
"ORNL","2018-11-03",56.39918,36.35672,46.37795,0,307,"2018",4695
"CLBJ","2018-11-03",72.00356,42.77714,57.39035,7,307,"2018",6264
"ABBY","2018-11-03",55.5782,45.31352,50.44586,0,307,"2018",1935
"TOOL","2018-11-03",21.93008,-4.54846,8.69081,0,307,"2018",154
"BONA","2018-11-03",17.32532,-11.13862,3.09335,0,307,"2018",535
"BART","2018-11-04",43.59416,31.64882,37.62149,0,308,"2018",2276
"HARV","2018-11-04",48.7049,29.48414,39.09452,0,308,"2018",2557
"SERC","2018-11-04",54.19328,34.7081,44.45069,0,308,"2018",4210
"UNDE","2018-11-04",38.38046,28.2002,33.29033,0,308,"2018",2079
"UKFS","2018-11-04",56.11424,39.83684,47.97554,0,308,"2018",4845
"ORNL","2018-11-04",62.11004,39.0002,50.55512,1,308,"2018",4696
"CLBJ","2018-11-04",68.28692,42.45656,55.37174,5,308,"2018",6269
"ABBY","2018-11-04",56.53652,46.73012,51.63332,2,308,"2018",1937
"TOOL","2018-11-04",24.32462,-6.23254,9.04604,0,308,"2018",154
"BONA","2018-11-04",7.67714,-12.70372,-2.51329,0,308,"2018",535
"BART","2018-11-05",35.79656,24.75626,30.27641,0,309,"2018",2276
"HARV","2018-11-05",43.1438,31.02494,37.08437,0,309,"2018",2557
"SERC","2018-11-05",60.0512,43.18448,51.61784,2,309,"2018",4212
"UNDE","2018-11-05",42.11492,33.27314,37.69403,0,309,"2018",2079
"UKFS","2018-11-05",53.96234,35.39408,44.67821,0,309,"2018",4845
"ORNL","2018-11-05",60.64286,48.58664,54.61475,5,309,"2018",4701
"CLBJ","2018-11-05",77.26982,43.0871,60.17846,10,309,"2018",6279
"ABBY","2018-11-05",52.01744,43.09106,47.55425,0,309,"2018",1937
"TOOL","2018-11-05",30.09902,0.96584,15.53243,0,309,"2018",154
"BONA","2018-11-05",7.21472,-12.06256,-2.42392,0,309,"2018",535
"BART","2018-11-06",46.13432,32.75762,39.44597,0,310,"2018",2276
"HARV","2018-11-06",51.5588,38.6681,45.11345,0,310,"2018",2557
"SERC","2018-11-06",64.69808,53.78054,59.23931,9,310,"2018",4221
"UNDE","2018-11-06",39.12908,31.78616,35.45762,0,310,"2018",2079
"UKFS","2018-11-06",52.06802,36.17924,44.12363,0,310,"2018",4845
"ORNL","2018-11-06",65.52356,55.52708,60.52532,11,310,"2018",4712
"CLBJ","2018-11-06",77.50274,44.09834,60.80054,11,310,"2018",6290
"ABBY","2018-11-06",53.1329,37.79114,45.46202,0,310,"2018",1937
"TOOL","2018-11-06",33.72746,8.6828,21.20513,0,310,"2018",154
"BONA","2018-11-06",9.66992,-9.20758,0.231170000000001,0,310,"2018",535
"BART","2018-11-07",55.6376,43.14362,49.39061,0,311,"2018",2276
"HARV","2018-11-07",57.85358,42.30446,50.07902,0,311,"2018",2557
"SERC","2018-11-07",64.43636,44.56094,54.49865,4,311,"2018",4225
"UNDE","2018-11-07",36.37832,27.12074,31.74953,0,311,"2018",2079
"UKFS","2018-11-07",46.1831,33.41048,39.79679,0,311,"2018",4845
"ORNL","2018-11-07",67.50212,55.72724,61.61468,12,311,"2018",4724
"CLBJ","2018-11-07",69.00692,55.6997,62.35331,12,311,"2018",6302
"ABBY","2018-11-07",53.08718,31.23752,42.16235,0,311,"2018",1937
"TOOL","2018-11-07",32.17802,25.8791,29.02856,0,311,"2018",154
"BONA","2018-11-07",13.03916,-6.3373,3.35093,0,311,"2018",535
"BART","2018-11-08",50.8181,34.64906,42.73358,0,312,"2018",2276
"HARV","2018-11-08",50.9918,31.69256,41.34218,0,312,"2018",2557
"SERC","2018-11-08",59.7065,46.84244,53.27447,3,312,"2018",4228
"UNDE","2018-11-08",27.98132,20.98328,24.4823,0,312,"2018",2079
"UKFS","2018-11-08",40.1351,27.64058,33.88784,0,312,"2018",4845
"ORNL","2018-11-08",57.9137,48.04286,52.97828,3,312,"2018",4727
"CLBJ","2018-11-08",57.47666,52.38428,54.93047,5,312,"2018",6307
"ABBY","2018-11-08",55.16924,25.2608,40.21502,0,312,"2018",1937
"TOOL","2018-11-08",30.3656,19.11776,24.74168,0,312,"2018",154
"BONA","2018-11-08",15.61316,0.690259999999999,8.15171,0,312,"2018",535
"BART","2018-11-09",43.925,28.30442,36.11471,0,313,"2018",2276
"HARV","2018-11-09",43.21922,27.5648,35.39201,0,313,"2018",2557
"SERC","2018-11-09",51.82574,41.78804,46.80689,0,313,"2018",4228
"UNDE","2018-11-09",24.50948,18.02912,21.2693,0,313,"2018",2079
"UKFS","2018-11-09",35.60396,22.98506,29.29451,0,313,"2018",4845
"ORNL","2018-11-09",54.56894,42.07064,48.31979,0,313,"2018",4727
"CLBJ","2018-11-09",55.02362,42.39212,48.70787,0,313,"2018",6307
"ABBY","2018-11-09",52.28564,24.92168,38.60366,0,313,"2018",1937
"TOOL","2018-11-09",18.34106,10.52798,14.43452,0,313,"2018",154
"BONA","2018-11-09",15.27458,-4.29412,5.49023,0,313,"2018",535
"BART","2018-11-10",40.26128,31.60148,35.93138,0,314,"2018",2276
"HARV","2018-11-10",43.49084,28.18886,35.83985,0,314,"2018",2557
"SERC","2018-11-10",50.34182,36.25718,43.2995,0,314,"2018",4228
"UNDE","2018-11-10",22.21376,14.51228,18.36302,0,314,"2018",2079
"UKFS","2018-11-10",38.68988,11.67278,25.18133,0,314,"2018",4845
"ORNL","2018-11-10",46.50962,30.9749,38.74226,0,314,"2018",4727
"CLBJ","2018-11-10",55.02398,27.76154,41.39276,0,314,"2018",6307
"ABBY","2018-11-10",52.38824,34.63304,43.51064,0,314,"2018",1937
"TOOL","2018-11-10",18.57326,6.4994,12.53633,0,314,"2018",154
"BONA","2018-11-10",25.68542,10.19318,17.9393,0,314,"2018",535
"BART","2018-11-11",33.89468,26.05622,29.97545,0,315,"2018",2276
"HARV","2018-11-11",39.37226,25.3229,32.34758,0,315,"2018",2557
"SERC","2018-11-11",46.02668,28.7789,37.40279,0,315,"2018",4228
"UNDE","2018-11-11",23.80784,14.08316,18.9455,0,315,"2018",2079
"UKFS","2018-11-11",49.9523,28.2137,39.083,0,315,"2018",4845
"ORNL","2018-11-11",53.11184,27.31478,40.21331,0,315,"2018",4727
"CLBJ","2018-11-11",55.20002,36.60458,45.9023,0,315,"2018",6307
"ABBY","2018-11-11",55.60628,24.46106,40.03367,0,315,"2018",1937
"TOOL","2018-11-11",18.18896,6.70658,12.44777,0,315,"2018",154
"BONA","2018-11-11",25.70504,4.86248,15.28376,0,315,"2018",535
"BART","2018-11-12",43.1204,19.50026,31.31033,0,316,"2018",2276
"HARV","2018-11-12",43.57364,22.49294,33.03329,0,316,"2018",2557
"SERC","2018-11-12",47.98634,29.1164,38.55137,0,316,"2018",4228
"UNDE","2018-11-12",22.9973,14.84744,18.92237,0,316,"2018",2079
"UKFS","2018-11-12",41.88614,23.63594,32.76104,0,316,"2018",4845
"ORNL","2018-11-12",49.15562,39.77564,44.46563,0,316,"2018",4727
"CLBJ","2018-11-12",49.06382,31.95842,40.51112,0,316,"2018",6307
"ABBY","2018-11-12",59.99288,29.69798,44.84543,0,316,"2018",1937
"TOOL","2018-11-12",11.26076,-0.347619999999999,5.45657,0,316,"2018",154
"BONA","2018-11-12",27.12038,20.11514,23.61776,0,316,"2018",535
"BART","2018-11-13",38.5025,28.33358,33.41804,0,317,"2018",2276
"HARV","2018-11-13",43.07252,33.69506,38.38379,0,317,"2018",2557
"SERC","2018-11-13",49.41734,41.58734,45.50234,0,317,"2018",4228
"UNDE","2018-11-13",15.68354,7.8359,11.75972,0,317,"2018",2079
"UKFS","2018-11-13",33.96128,10.29992,22.1306,0,317,"2018",4845
"ORNL","2018-11-13",45.36374,39.06212,42.21293,0,317,"2018",4727
"CLBJ","2018-11-13",40.60868,24.97514,32.79191,0,317,"2018",6307
"ABBY","2018-11-13",56.09786,27.00518,41.55152,0,317,"2018",1937
"BONA","2018-11-13",24.2672,12.7805,18.52385,0,317,"2018",535
"BART","2018-11-14",37.6871,13.58402,25.63556,0,318,"2018",2276
"HARV","2018-11-14",37.23638,21.42248,29.32943,0,318,"2018",2557
"SERC","2018-11-14",45.94892,36.1193,41.03411,0,318,"2018",4228
"UNDE","2018-11-14",28.60034,4.54316,16.57175,0,318,"2018",2079
"UKFS","2018-11-14",40.18172,18.26402,29.22287,0,318,"2018",4845
"ORNL","2018-11-14",41.45324,36.66326,39.05825,0,318,"2018",4727
"CLBJ","2018-11-14",48.88526,15.50156,32.19341,0,318,"2018",6307
"ABBY","2018-11-14",50.42786,28.27796,39.35291,0,318,"2018",1937
"TOOL","2018-11-14",3.2684,-3.56512000000001,-0.148360000000004,0,318,"2018",154
"BONA","2018-11-14",17.14874,12.10082,14.62478,0,318,"2018",535
"BART","2018-11-15",27.40262,9.09266,18.24764,0,319,"2018",2276
"HARV","2018-11-15",28.22792,13.56746,20.89769,0,319,"2018",2557
"SERC","2018-11-15",40.1819,31.41662,35.79926,0,319,"2018",4228
"UNDE","2018-11-15",35.36654,20.4314,27.89897,0,319,"2018",2079
"UKFS","2018-11-15",50.93762,23.11826,37.02794,0,319,"2018",4845
"ORNL","2018-11-15",45.66434,31.58312,38.62373,0,319,"2018",4727
"CLBJ","2018-11-15",67.9604,22.64612,45.30326,0,319,"2018",6307
"ABBY","2018-11-15",54.26204,36.65552,45.45878,0,319,"2018",1937
"TOOL","2018-11-15",24.59066,-2.3989,11.09588,0,319,"2018",154
"BONA","2018-11-15",17.41442,-13.5436,1.93541,0,319,"2018",535
"BART","2018-11-16",32.43074,18.79484,25.61279,0,320,"2018",2276
"HARV","2018-11-16",33.2141,19.05818,26.13614,0,320,"2018",2557
"SERC","2018-11-16",50.19242,34.58354,42.38798,0,320,"2018",4228
"UNDE","2018-11-16",32.82206,24.7235,28.77278,0,320,"2018",2079
"UKFS","2018-11-16",57.54974,32.8613,45.20552,0,320,"2018",4845
"ORNL","2018-11-16",48.50906,29.61302,39.06104,0,320,"2018",4727
"CLBJ","2018-11-16",73.22594,30.42932,51.82763,2,320,"2018",6309
"ABBY","2018-11-16",56.86988,31.55342,44.21165,0,320,"2018",1937
"TOOL","2018-11-16",23.45738,6.02744,14.74241,0,320,"2018",154
"BONA","2018-11-16",6.09944,-14.00962,-3.95509,0,320,"2018",535
"BART","2018-11-17",40.83962,28.3568,34.59821,0,321,"2018",2276
"HARV","2018-11-17",40.7408,30.79958,35.77019,0,321,"2018",2557
"SERC","2018-11-17",48.24608,35.8475,42.04679,0,321,"2018",4228
"UNDE","2018-11-17",25.0844,8.46302,16.77371,0,321,"2018",2079
"UKFS","2018-11-17",52.80188,33.5498,43.17584,0,321,"2018",4845
"ORNL","2018-11-17",57.36182,29.95772,43.65977,0,321,"2018",4727
"CLBJ","2018-11-17",70.32956,33.41516,51.87236,2,321,"2018",6311
"ABBY","2018-11-17",54.257,36.23414,45.24557,0,321,"2018",1937
"TOOL","2018-11-17",29.95232,17.55572,23.75402,0,321,"2018",154
"BONA","2018-11-17",11.23826,-5.9701,2.63408,0,321,"2018",535
"BART","2018-11-18",38.15204,21.89048,30.02126,0,322,"2018",2276
"HARV","2018-11-18",36.84488,27.60386,32.22437,0,322,"2018",2557
"SERC","2018-11-18",49.88516,29.32052,39.60284,0,322,"2018",4228
"UNDE","2018-11-18",21.78482,-1.09156,10.34663,0,322,"2018",2079
"UKFS","2018-11-18",34.17458,22.09532,28.13495,0,322,"2018",4845
"ORNL","2018-11-18",60.6524,33.5669,47.10965,0,322,"2018",4727
"CLBJ","2018-11-18",63.32108,35.0456,49.18334,0,322,"2018",6311
"ABBY","2018-11-18",56.97464,27.0743,42.02447,0,322,"2018",1937
"TOOL","2018-11-18",28.65704,17.62106,23.13905,0,322,"2018",154
"BONA","2018-11-18",21.011,-3.65746,8.67677,0,322,"2018",535
"BART","2018-11-19",37.37804,21.9731,29.67557,0,323,"2018",2276
"HARV","2018-11-19",36.4478,26.66966,31.55873,0,323,"2018",2557
"SERC","2018-11-19",53.3408,34.64708,43.99394,0,323,"2018",4228
"UNDE","2018-11-19",23.07308,15.33596,19.20452,0,323,"2018",2079
"UKFS","2018-11-19",45.74048,24.76994,35.25521,0,323,"2018",4845
"ORNL","2018-11-19",66.34976,39.77006,53.05991,3,323,"2018",4730
"CLBJ","2018-11-19",56.1659,25.90484,41.03537,0,323,"2018",6311
"ABBY","2018-11-19",59.87678,26.17196,43.02437,0,323,"2018",1937
"TOOL","2018-11-19",31.10054,19.36922,25.23488,0,323,"2018",154
"BONA","2018-11-19",27.79718,13.6751,20.73614,0,323,"2018",535
"BART","2018-11-20",31.45604,27.73436,29.5952,0,324,"2018",2276
"HARV","2018-11-20",34.40912,29.09966,31.75439,0,324,"2018",2557
"SERC","2018-11-20",53.87954,42.10988,47.99471,0,324,"2018",4228
"UNDE","2018-11-20",17.71808,7.48958,12.60383,0,324,"2018",2079
"UKFS","2018-11-20",47.00822,21.09488,34.05155,0,324,"2018",4845
"ORNL","2018-11-20",57.97832,40.96454,49.47143,0,324,"2018",4730
"CLBJ","2018-11-20",58.84988,27.73508,43.29248,0,324,"2018",6311
"ABBY","2018-11-20",58.86878,25.17458,42.02168,0,324,"2018",1937
"TOOL","2018-11-20",26.59766,16.08422,21.34094,0,324,"2018",154
"BONA","2018-11-20",22.40996,9.88124,16.1456,0,324,"2018",535
"BART","2018-11-21",32.31932,15.79406,24.05669,0,325,"2018",2276
"HARV","2018-11-21",35.2859,22.172,28.72895,0,325,"2018",2557
"SERC","2018-11-21",51.80828,28.51232,40.1603,0,325,"2018",4228
"UNDE","2018-11-21",18.626,9.75974,14.19287,0,325,"2018",2079
"UKFS","2018-11-21",61.53782,35.81258,48.6752,0,325,"2018",4845
"ORNL","2018-11-21",53.03858,29.31134,41.17496,0,325,"2018",4730
"CLBJ","2018-11-21",62.04668,25.41974,43.73321,0,325,"2018",6311
"ABBY","2018-11-21",51.27008,30.10514,40.68761,0,325,"2018",1937
"TOOL","2018-11-21",19.64426,12.57962,16.11194,0,325,"2018",154
"BONA","2018-11-21",20.10434,9.11102,14.60768,0,325,"2018",535
"BART","2018-11-22",20.86826,1.09346,10.98086,0,326,"2018",2276
"HARV","2018-11-22",26.48768,1.82606,14.15687,0,326,"2018",2557
"SERC","2018-11-22",43.6433,28.07582,35.85956,0,326,"2018",4228
"UNDE","2018-11-22",22.85546,10.82894,16.8422,0,326,"2018",2079
"UKFS","2018-11-22",62.68118,37.70546,50.19332,0,326,"2018",4845
"ORNL","2018-11-22",59.72054,32.11934,45.91994,0,326,"2018",4730
"CLBJ","2018-11-22",65.59016,29.62058,47.60537,0,326,"2018",6311
"ABBY","2018-11-22",52.71206,42.53306,47.62256,0,326,"2018",1937
"BONA","2018-11-22",14.31482,6.19772,10.25627,0,326,"2018",535
"BART","2018-11-23",25.25468,6.01196,15.63332,0,327,"2018",2276
"HARV","2018-11-23",25.20788,-0.588820000000005,12.30953,0,327,"2018",2557
"SERC","2018-11-23",32.7389,24.4589,28.5989,0,327,"2018",4228
"UNDE","2018-11-23",43.76084,22.30898,33.03491,0,327,"2018",2079
"UKFS","2018-11-23",56.03396,47.53328,51.78362,2,327,"2018",4847
"ORNL","2018-11-23",54.5207,34.36736,44.44403,0,327,"2018",4730
"CLBJ","2018-11-23",72.7331,51.6101,62.1716,12,327,"2018",6323
"ABBY","2018-11-23",46.00112,41.92988,43.9655,0,327,"2018",1937
"BONA","2018-11-23",15.03788,6.2744,10.65614,0,327,"2018",535
"BART","2018-11-24",41.3996,10.95548,26.17754,0,328,"2018",2276
"HARV","2018-11-24",36.72464,17.79548,27.26006,0,328,"2018",2557
"SERC","2018-11-24",54.2363,28.20092,41.21861,0,328,"2018",4228
"UNDE","2018-11-24",39.40052,31.78832,35.59442,0,328,"2018",2079
"UKFS","2018-11-24",62.20256,35.24468,48.72362,0,328,"2018",4847
"ORNL","2018-11-24",50.02322,40.24346,45.13334,0,328,"2018",4730
"CLBJ","2018-11-24",66.23708,53.73986,59.98847,10,328,"2018",6333
"ABBY","2018-11-24",49.52876,32.44676,40.98776,0,328,"2018",1937
"BONA","2018-11-24",14.88794,-7.32856,3.77969,0,328,"2018",535
"BART","2018-11-25",40.73666,26.94326,33.83996,0,329,"2018",2276
"HARV","2018-11-25",41.52308,32.15768,36.84038,0,329,"2018",2557
"SERC","2018-11-25",60.52712,38.51942,49.52327,0,329,"2018",4228
"UNDE","2018-11-25",32.14274,20.17166,26.1572,0,329,"2018",2079
"UKFS","2018-11-25",56.5061,23.99306,40.24958,0,329,"2018",4847
"ORNL","2018-11-25",55.77458,45.0104,50.39249,0,329,"2018",4730
"ABBY","2018-11-25",51.98072,26.57048,39.2756,0,329,"2018",1937
"BONA","2018-11-25",12.76898,-4.8919,3.93854,0,329,"2018",535
"BART","2018-11-26",35.72132,31.5095,33.61541,0,330,"2018",2276
"HARV","2018-11-26",40.40726,32.8442,36.62573,0,330,"2018",2557
"SERC","2018-11-26",52.96334,42.12536,47.54435,0,330,"2018",4228
"UNDE","2018-11-26",21.08192,16.09088,18.5864,0,330,"2018",2079
"UKFS","2018-11-26",28.74992,16.67048,22.7102,0,330,"2018",4847
"ORNL","2018-11-26",52.2842,33.3725,42.82835,0,330,"2018",4730
"ABBY","2018-11-26",59.9936,34.45754,47.22557,0,330,"2018",1937
"BONA","2018-11-26",22.73864,1.76306,12.25085,0,330,"2018",535
"BART","2018-11-27",35.52692,30.20702,32.86697,0,331,"2018",2276
"HARV","2018-11-27",36.65588,29.32268,32.98928,0,331,"2018",2557
"SERC","2018-11-27",49.3223,36.24044,42.78137,0,331,"2018",4228
"UNDE","2018-11-27",18.1823,12.16706,15.17468,0,331,"2018",2079
"UKFS","2018-11-27",28.40018,14.53514,21.46766,0,331,"2018",4847
"ORNL","2018-11-27",35.87396,25.8179,30.84593,0,331,"2018",4730
"ABBY","2018-11-27",58.88102,48.42194,53.65148,4,331,"2018",1941
"BONA","2018-11-27",30.11234,5.25074,17.68154,0,331,"2018",535
"BART","2018-11-28",35.82986,30.32726,33.07856,0,332,"2018",2276
"HARV","2018-11-28",37.15196,28.43546,32.79371,0,332,"2018",2557
"SERC","2018-11-28",39.19082,32.6534,35.92211,0,332,"2018",4228
"UNDE","2018-11-28",20.3036,13.30394,16.80377,0,332,"2018",2079
"UKFS","2018-11-28",39.88166,16.106,27.99383,0,332,"2018",4847
"ORNL","2018-11-28",37.23278,17.39462,27.3137,0,332,"2018",4730
"CLBJ","2018-11-28",73.55642,60.63548,67.09595,17,332,"2018",6350
"ABBY","2018-11-28",50.94608,43.58804,47.26706,0,332,"2018",1941
"BONA","2018-11-28",18.85388,-3.62722,7.61333,0,332,"2018",535
"BART","2018-11-29",35.93102,31.5878,33.75941,0,333,"2018",2276
"HARV","2018-11-29",39.60032,29.1065,34.35341,0,333,"2018",2557
"SERC","2018-11-29",40.7318,29.75774,35.24477,0,333,"2018",4228
"UNDE","2018-11-29",26.71214,16.11932,21.41573,0,333,"2018",2079
"UKFS","2018-11-29",49.96634,30.03872,40.00253,0,333,"2018",4847
"ORNL","2018-11-29",34.63196,24.94364,29.7878,0,333,"2018",4730
"CLBJ","2018-11-29",79.82942,42.79082,61.31012,11,333,"2018",6361
"ABBY","2018-11-29",50.61074,32.07416,41.34245,0,333,"2018",1941
"BONA","2018-11-29",17.32946,-3.32698000000001,7.00124,0,333,"2018",535
"BART","2018-11-30",35.9123,28.40936,32.16083,0,334,"2018",2276
"HARV","2018-11-30",35.3867,26.46464,30.92567,0,334,"2018",2557
"SERC","2018-11-30",43.57418,29.7239,36.64904,0,334,"2018",4228
"UNDE","2018-11-30",28.50728,24.63026,26.56877,0,334,"2018",2079
"UKFS","2018-11-30",44.73986,29.00498,36.87242,0,334,"2018",4847
"ORNL","2018-11-30",54.0869,33.06344,43.57517,0,334,"2018",4730
"CLBJ","2018-11-30",78.02366,42.74438,60.38402,10,334,"2018",6371
"ABBY","2018-11-30",47.4485,35.76614,41.60732,0,334,"2018",1941
"BONA","2018-11-30",17.0438,-5.76976,5.63702,0,334,"2018",535
"BART","2018-12-01",38.32412,26.20652,32.26532,0,335,"2018",2276
"HARV","2018-12-01",38.32178,25.0772,31.69949,0,335,"2018",2557
"SERC","2018-12-01",42.46034,29.18138,35.82086,0,335,"2018",4228
"UNDE","2018-12-01",29.1371,25.33064,27.23387,0,335,"2018",2079
"UKFS","2018-12-01",50.018,36.9176,43.4678,0,335,"2018",4847
"ORNL","2018-12-01",58.53614,50.94986,54.743,5,335,"2018",4735
"CLBJ","2018-12-01",70.67084,52.01438,61.34261,11,335,"2018",6382
"ABBY","2018-12-01",45.0131,34.29572,39.65441,0,335,"2018",1941
"TOOL","2018-12-01",27.85856,12.07472,19.96664,0,335,"2018",154
"BONA","2018-12-01",19.87808,-10.84828,4.5149,0,335,"2018",535
"BART","2018-12-02",34.00196,24.9494,29.47568,0,336,"2018",2276
"HARV","2018-12-02",42.14534,27.75848,34.95191,0,336,"2018",2557
"SERC","2018-12-02",57.29324,40.24382,48.76853,0,336,"2018",4228
"UNDE","2018-12-02",28.70222,24.75716,26.72969,0,336,"2018",2079
"UKFS","2018-12-02",41.5409,32.30078,36.92084,0,336,"2018",4847
